Control_3H_1	Control_3H_2	Control_3H_3	Control_9H_1	Control_9H_2	Control_9H_3	Control_27H_1	Control_27H_2	Control_27H_3	Cold_3H_1	Cold_3H_2	Cold_3H_3	Cold_9H_1	Cold_9H_2	Cold_9H_3	Cold_27H_1	Cold_27H_2	Cold_27H_3	Heat_3H_1	Heat_3H_2	Heat_3H_3	Heat_9H_1	Heat_9H_2	Heat_9H_3	Heat_27H_1	Heat_27H_2	Heat_27H_3	Salt_3H_1	Salt_3H_2	Salt_3H_3	Salt_9H_1	Salt_9H_2	Salt_9H_3	Salt_27H_1	Salt_27H_2	Salt_27H_3
STMCX26	-0.051356544	0.13817768	0.262940879	-0.102337504	-0.157328502	0.164223964	0	0.03004978	0.107844955	0.180778213	-0.035038602	0.139272446	-0.163927609	-0.149738387	0.04799531	-0.362778516	-0.247401334	-0.066851864	-0.090993937	0.055502684	0.076754439	-0.201691779	-0.140625616	0.022600146	-0.114074647	-0.003819687	-0.088677643	-0.013440407	-0.074685477	0.117470772	-0.247067167	-0.39891229	-0.12144323	-0.142967116	-0.047936802	-0.117003034
STMCO46	0.150408312	0.100687066	0.06664437	0.181423972	0.098946939	0.179001904	0.126392687	0.116813665	0.224460802	-0.440337927	-0.217760326	0.167370942	-0.147803934	0.082926337	0.571866095	-0.248775537	-0.156298547	0.275921125	-0.00119643	-0.196671724	-0.11090573	-0.175620198	-0.169520148	-0.01374824	-0.300720782	0.018018907	-0.268700106	0.184270778	0.198705851	0.20761471	0.146237446	0.044160541	-0.229308518	0.098449716	0.132740081	-0.165800066
STMCE01	-0.113929392	0.007879293	0.019469864	NA	-0.184688354	NA	-0.257541407	0.095448802	-0.181997834	0.396379952	NA	0.356502288	0.55279198	0.419801185	NA	NA	0.406670295	0.160088104	0.059505186	0.046542586	NA	NA	-0.212532237	NA	0.116266308	-0.261175907	NA	0.201125749	-0.001961516	NA	NA	0.282321866	0.730239731	NA	0.656458092	NA
STMIX35	0.091249062	NA	0.121990524	0.158989524	0.463368749	-0.202842205	0.105598142	-0.045037616	-0.424549448	0.184424571	0.403578384	0.236111763	-0.465974465	0.038039361	0.11599912	0.293768644	0.202105407	0.112751293	-0.044881599	0.189033824	-0.210858941	0.194596864	0.156808783	-0.11113567	0.036380436	0.057350443	-0.043682439	-0.003890416	0.123328294	0.101305852	-0.228778864	0.281003308	-0.132247798	0.084326398	0.208108195	-0.003348617
STMET12	0.5155411	-0.343415781	NA	NA	0.045280879	NA	-0.064637466	-0.058994047	0.114147544	-0.094583369	-0.009303455	-0.055292526	0.118644496	0.155119067	-0.121768963	NA	NA	NA	0.191114692	0.035820476	NA	0.277638819	-0.416267943	0.313239148	-0.181112682	-0.196721014	0.42643278	-0.237556478	-0.079880777	NA	0.477047162	0.010660357	NA	0.330367175	0	NA
STMHA01	-0.175892665	0.087719827	0.20081654	-0.010297653	0.051381717	0.11488992	-0.095962944	0.099633913	0.053818066	0.108432074	-0.308660289	0.155387403	0.329742398	-0.11878449	-0.046785178	-0.483069917	-0.327076797	-0.229572763	0.149139627	-0.130001409	0.129144007	-0.044463401	0.032572531	0.085532814	0.106479308	0.3212975	0.080707022	0.046206747	0.019905798	0.14670711	-0.20948009	-0.185487736	-0.401856405	-0.112616869	-0.180665296	-0.094656204
STMEM39	NA	NA	NA	NA	0.189970944	NA	0.018269008	0.19434004	NA	0.183503408	NA	NA	NA	0.378746227	NA	0.393789766	NA	NA	-0.010839232	-0.091147888	NA	NA	-0.488747185	NA	0.045936284	-0.221631707	NA	0.378372374	0.309684499	NA	NA	0.442518236	NA	0.24819643	0.263506724	NA
STMER73	-0.402463818	0.031602218	0.054840055	0.169633099	-0.446490183	-0.495849545	-0.58041716	-0.429340294	-0.248382231	-0.347146707	0.078136939	0.125104595	0.457728874	-0.132049589	0.068700944	-0.095418353	0.076432542	-0.756175932	-0.777245873	-0.075563548	0.027691358	-0.345892451	-0.08190578	0.011359078	-0.414621525	-0.485517804	0.287256388	-0.439657834	0.226696473	0.442631662	0.581557048	0.274130906	0.019437867	-0.488426131	0.021718738	0.230250709
STMEU70	0.106724535	0.155806668	-0.054016491	0.439105259	0.154158783	0.050867314	-0.048119096	-0.139713422	0.074956905	0.095630475	0.199550547	0.198927919	0.665242907	0.078754111	0.228725158	0.615258833	0.396956226	0.440951179	-0.227173044	-0.086866481	-0.160001955	-0.212032551	-0.218845407	-0.213532444	0.189259263	-0.328242616	0.139758714	-0.098343942	0.414809495	0.072892521	0.30786774	0.033947332	0.295667848	0.136837613	0.309794339	0.55644176
STMDO19	0.168876912	-0.143921093	0.233563651	-0.027290547	-0.072873035	0.285239821	0.059490249	0.001976746	0.169051964	0.424229504	0.033482673	0.250765953	-0.689070904	-0.103784273	-0.299273549	-0.25352732	-0.077815477	0.125990684	0.450616354	0.176812288	0.669140113	0.119105463	0.249651239	0.408839365	0.420331799	-0.2139965	0.162913104	0.279180602	-0.268926697	0.153138627	0.034662834	0.134200271	-0.067210417	-0.078617534	0.082926991	0.267339096
STMIC70	0.04884826	-0.052243868	0.006464664	-0.069207275	-0.005048807	-0.043343211	-0.115331762	-0.002790514	NA	-0.269162135	0.342017247	-1.098649324	-0.181294595	-0.172816589	-0.152814671	-0.222113505	-0.295586521	NA	-0.040872281	0.017277991	-0.008981788	-0.581326544	0.131244533	0.088826576	0.070832484	0.209853039	-0.018704599	-0.139210743	-0.205996593	-0.028101688	-0.720307125	-0.442991561	-0.127978918	-0.326188135	-0.567902013	-0.300188696
STMDG64	-0.01217091	0.529885389	0.119918925	0.198114334	0.366110601	0.158216364	-0.165027338	0.095645575	0.23480966	-1.896325252	-1.132551157	-1.318804468	-0.774023301	-0.691598475	-0.36117036	0.076845279	0.19731954	-0.024950996	0.105627204	-0.000753038	0.311693092	-0.269838268	0.452027128	0.215853831	0.052433666	0.060773422	0.250436885	-0.563978598	-0.069677888	-0.353290174	0.233605586	0.363608618	-0.099370612	-0.17716827	-0.073769454	0.066825303
STMIL13	-0.053413449	-0.26710407	-0.308904297	-0.267539814	-0.356506798	-0.337061398	-0.084482498	-0.19031679	-0.539439862	-0.035765219	-0.372620058	-0.511590914	-0.359939823	-0.289771818	-0.60594351	-0.07552551	-0.381808271	-0.674088391	-0.092641142	-0.029677803	-0.443744468	-0.071251861	-0.066256374	-0.467014024	-0.154468637	-0.329817366	-0.308368392	-0.277892365	-0.319063278	-0.479215791	-0.522473814	-0.189001221	-0.423494886	-0.329483743	-0.459431619	-0.463997402
STMHY68	-0.014185906	0.159348467	0.023301099	-0.159995884	-0.077182608	-0.168905985	-0.051085037	-0.055054851	-0.179222282	-0.152348077	0.027917833	0.149320079	0.051530301	-0.277012006	-0.323841907	0.025348849	-0.021187959	-0.071301993	0.165881334	0.088646196	0.066097139	-0.125915549	0.043921049	-0.09520709	0.337297254	0.316039242	0.301820521	-0.185386641	0.055912143	0.16832548	-0.025105066	-0.177848076	-0.173077267	0.085774894	0.205268244	0.113949748
STMHL25	0.140329276	NA	0.350098768	0.231607488	0.309449156	0.175519018	0.005799787	0.037647287	0.08753657	NA	-0.07472286	0.43671627	NA	0.647775573	0.238045686	0.028968224	-0.063471895	NA	-0.126458064	-0.166942377	-0.11739595	-0.321025188	-0.179388981	-1.077418307	-0.038621294	-0.31817596	-0.370668206	0.178487015	-0.283938509	0.167211638	0.062003804	-0.335603032	-0.16430921	-0.057310843	NA	-0.333882365
STMEY45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272202721	NA	NA	NA	NA	NA	0.136204384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMCJ08	0.208056804	-0.316259345	-0.164854012	NA	0.022779869	NA	NA	-0.081838292	-0.160464672	NA	0.206617269	NA	NA	0.580576073	NA	NA	0.216102243	NA	NA	0.36007104	NA	NA	-0.209319059	-0.057413242	NA	-0.390172151	NA	0.277439555	NA	NA	NA	0.605523823	NA	NA	0.227517454	NA
STMEU76	NA	NA	NA	NA	NA	NA	-0.177156571	0.140862536	NA	NA	NA	NA	NA	0.234147444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186547222	NA	NA	0.11284147	NA	NA	NA	NA	NA	-0.078449098	NA	NA
STMEP79	0.217401755	0.128036583	0.016996884	0.166574031	0.060859482	0.172525961	-0.00379871	-0.15956402	0.214824168	0.114133815	0.116364757	0.145281018	0.038270017	-0.110286888	0.185317532	0.052068047	0.162819036	0.204404303	0.156698457	-0.189632673	-0.018091124	-0.034947253	-0.302474082	-0.005597531	0.123535256	-0.444800043	0.319992766	-0.019852492	-0.08463301	0.144243965	0.251407196	-0.051080553	0.176259193	-0.304076639	-0.203994628	0.408771051
STMHQ21	0.027461794	0.029539719	0.052517945	-0.151102952	0.005864075	0.034733094	-0.154677161	-0.20869778	0.076577044	-0.566000722	-0.200688242	-0.291363346	0.009266978	-0.09746864	-0.10811044	0.011421108	0.246062147	-0.202090939	-0.333631137	0.00427671	-0.306847169	-0.24798886	-0.110418803	-0.315673733	-0.609960967	-0.397575303	-0.483119935	0.054762295	0.194172994	-0.425453304	0.078998656	-0.146417649	-0.386925687	-0.090054018	-0.182447964	-0.298159082
STMHT36	0.0138058	0.229378852	0.074260347	-0.110622923	0.216811389	0.306041985	-0.23625127	0.013783815	NA	0.143364175	-0.090795539	-0.024808294	-0.588369102	-0.177629666	-0.388801621	0.146733071	-0.2410081	-0.133034501	0.127294106	0.094415602	-0.240746339	0.034351505	0.224290705	0.1960401	0.043163476	-0.114559764	-0.191513108	0.074000581	-0.067234516	-0.338867957	-0.374779977	-0.340675725	-0.230483834	-0.487566958	-0.17746884	-0.07848171
STMHH37	-0.018906103	-0.335616984	-0.37166244	-0.063680942	-0.039650782	0.252571022	0.179341802	0.022310162	-0.182784213	0.879395209	0.253843795	0.104300204	0.236319379	0.781553221	0.091053396	0.470568868	0.332286093	0.200105912	0.125813367	0.0120341	-0.128591421	0.113109696	-0.170120396	-0.14285509	0.591441936	0.01949045	-0.078996668	0.23830294	-0.051507862	0.187063246	0.081604353	0.343849154	0.372703721	0.301890342	0.458126012	0.175982512
STMGH85	0.164462704	0.075257676	-0.125530882	0.110527138	-0.00454482	-0.126870372	-0.087882012	-0.101850094	0.087613784	-0.317324225	0.023731469	0.011324002	0.135478418	-0.1783823	0.097932722	0.362638861	0.339532995	0.280377991	-0.284727283	-0.708803485	-0.390022897	-0.657713308	-0.217161358	-0.267982139	-0.332626428	-0.43665919	-0.077797078	-0.03338272	0.104518567	0.095157233	0.398820414	-0.025359188	0.084587165	0.232061333	-0.059121166	0.329310634
STMIY82	-0.353089887	0.096920273	0.07428172	-0.401020921	-0.177412204	-0.174631124	-0.249463418	-0.253450177	-0.193882204	-3.838187846	-2.572571929	-2.457250047	-2.934496912	-4.106928383	-3.073035622	-3.225795006	-3.259670645	-2.708828665	-0.122918214	0.228142065	0.683791103	-0.642990706	0.400925716	0.667452527	-0.489613971	0.12701641	0.356827206	-1.693693035	-1.608139291	-1.787580003	-2.432538027	-2.251106758	-2.164483295	-2.830319791	-2.286768488	-2.29318025
STMEM90	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.153805336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMFB85	0.37343448	0.466895138	0.392662074	-0.100545945	NA	NA	-0.082845198	0.687582124	-0.233819157	-3.186761971	-1.510087382	-1.239973936	0.367632972	NA	NA	-0.301415022	-0.280262254	0.192509671	-1.601616353	0.562228103	-0.55576572	-1.028376222	NA	NA	-1.724311382	0.446990018	-1.145423791	0.933372092	1.080850045	-0.267191535	0.879903982	1.944498866	NA	1.658554639	2.381977686	0.956347649
STMJH14	-0.271808195	-0.210512285	-0.175055426	-0.268936864	-0.072914533	-0.099709587	-0.07070768	-0.308045055	-0.312006027	-0.246078808	-0.28734455	-0.34604378	-0.379698878	-0.42285501	-0.639952479	-0.16675451	-0.323615933	-0.420960902	-0.326985259	0.030048996	-0.190407931	0.557759553	0.378670835	0.06510585	-0.029490476	-0.200384877	-0.188306142	-0.000741746	-0.229244499	-0.571969341	-0.362540089	0.024028504	-0.201309079	-0.13583493	-0.10942725	-0.295550119
STMIY73	-0.055709433	-0.528517354	-0.370060591	-0.681407618	-0.096982414	-0.219546868	0.284258827	-0.005606335	-0.653378964	-0.975500345	-0.858527574	-0.368364407	-0.381569801	-1.836064021	-0.448401145	-0.039570066	-0.318968903	-0.666887158	0.247292664	-0.379425975	-0.087917474	-0.39407405	0.293477923	0.023770342	-0.423643515	0.952829447	0.249215528	-0.171050035	-0.227706221	-0.702366064	-1.3516414	-0.900888555	-1.337228658	-0.175315199	-0.089267338	-0.693957218
STMEU24	-0.095624604	0.061709572	NA	NA	-0.245112498	NA	0.18932472	NA	0.36994961	NA	0.085949613	NA	NA	-0.325456906	NA	NA	-0.165234479	0.263432446	NA	0.323741665	NA	NA	0.010530667	NA	-0.041383921	NA	NA	NA	NA	NA	-2.179767619	NA	NA	-0.023846742	NA	-0.022417466
STMJB71	-0.232100694	-0.169835195	-0.261724834	-0.286270319	-0.090085129	-0.165392033	-0.131179396	-0.176449454	-0.228319689	0.193562998	-0.242333497	-0.378363053	0.222820839	-0.070301361	-0.350869624	-0.006991267	-0.021194222	-0.180930279	0.100948004	0.129150811	-0.179804037	-0.053576139	0.087601426	-0.261596026	0.091045137	0.354912048	-0.149975412	-0.010666925	-0.093599367	-0.155061437	-0.63773138	-0.055702493	-0.152404902	0.115926445	0.206632223	-0.258587309
STMIU65	-0.342524999	1.494243644	NA	NA	-0.690423008	NA	0.213890953	-0.046716499	0.326717696	-1.143141123	-0.446031878	NA	NA	-0.727606094	NA	0.295455884	0.103762322	-0.574412581	0.037515311	-0.184875343	NA	NA	-0.090602549	NA	-0.302442047	-0.042784866	NA	0.151117733	0.374529775	NA	NA	-0.637024156	-1.137792381	NA	NA	NA
STMHH10	0.194264182	0.106989338	-0.01465386	-0.140492168	0.179828633	0.386717603	-0.138016899	0.261245571	0.009653969	0.242954413	0.550640845	0.150741445	0.426879112	0.864796814	0.893654768	0.566765663	0.56526091	0.350907162	0.215151014	-0.333811816	0.029451108	0.199041181	0.13387767	0.272211194	0.171611378	0.510796482	0.055347247	0.351426605	0.264382449	0.459719419	0.510671918	0.888176537	0.418232294	0.882565701	0.646097121	0.345118095
STMIH34	-0.109573071	-0.242558869	-0.293712445	0	-0.32334877	-0.127841043	0.182203331	0.185003187	-0.468754047	0.127542617	-0.15464122	0.333470499	-0.629205339	-0.234547409	-0.168353983	0.185413509	0.205576546	0.398513405	0.090150825	-0.329307625	-0.076666534	NA	0.009327802	0.130526369	0.433872794	-0.160971919	0.064474314	0.127823849	-0.391627963	-0.19328172	-0.320768838	-0.027859804	0.182125455	0.232630153	0.252941485	0.122987744
STMGY15	-0.007752276	-0.008834657	0.860940371	-0.519374159	-0.129128627	0.104578511	-0.09532789	-0.163852811	NA	0.190288888	-0.353785939	NA	0.910816299	-1.297393458	-0.850832473	-1.243017599	-1.542457772	-0.461958547	-0.046661439	0.263034406	-0.402647519	-0.861412965	0.461183525	-0.252542032	-0.52810621	0.518387026	NA	-0.530845952	0.209015189	0.289234488	-1.360083808	-1.340277405	-1.905944256	-0.53287399	0.087462841	-0.682136584
STMCK18	-0.053410444	0.158064846	0.010394542	0.179590384	-0.023377875	0.211810312	-0.125342725	-0.127031518	0.043629124	-0.101016824	-0.203687093	-0.164898645	0.016576238	-0.036290821	-0.2726619	-0.615076548	-0.254132866	-0.147854743	-0.513766221	-0.290337782	-0.492351351	0.104960838	0.191249234	0.044524615	-0.100013803	-0.21164604	0.026359925	-0.302903269	0.142164901	-0.269856824	-0.408413777	-0.23201231	-0.075778084	-0.290603724	0.029920866	-0.015526913
STMGQ20	0.428588658	0.716483333	0.524384895	0.509694836	0.056100474	0.087019385	-0.254479808	0.143257051	NA	-0.107193089	-0.298140426	-0.799656208	-2.58428502	-2.837740874	-3.508172262	-4.395162864	-4.039407471	-3.403342325	-0.481222958	0.206980696	0.126465775	-0.030021345	0.026967048	0.030014596	-1.699700389	-1.162271429	-0.417448018	-0.944275853	-0.989946335	-2.106403634	-2.836559853	-4.521875169	-3.757717801	-4.912915553	-4.251534868	-4.607610774
STMGI03	-0.060433609	0.111527872	0.208690919	0.023678996	-0.113137631	-0.033595969	0.052246849	0.063065915	0.154659707	0.410976878	0.333594477	0.358698015	-0.419662585	0.283369656	-0.070876478	-0.177568021	-0.134906412	-0.17488994	-0.749796199	-0.400179541	-0.525637478	-0.618739513	-0.975454741	-0.72808582	-0.555467258	-0.11569269	-0.192176594	-0.09314585	-0.052129768	-0.192320549	-0.668521112	-0.68819017	-0.253080394	-0.220142312	-0.403754366	-0.516157682
STMCY10	0.035018589	0.181149439	0.003018542	0.137250145	-0.309704839	0.154471349	0.047415132	-0.08601998	-0.341067584	0.458442184	0.504166427	0.403497573	-1.41444611	-1.394496093	-1.322179414	-0.430685749	-0.307103485	-0.26748285	-0.464361545	0.498190267	-0.150858941	-0.16654536	-0.360101824	-0.25680338	-0.280241396	-0.308228118	-0.090774304	-0.867910964	-0.745503999	-0.445677533	-1.086083874	-1.356186129	-1.137434439	-1.049598692	-1.096698935	-0.802407339
STMHV34	0.607820148	0.362325564	0.804418835	0.051555998	0.303760702	-0.130609011	0.322299971	0.941530428	0.565457355	0.161904842	0.428168518	0.182459635	-0.172873857	-0.508525885	0.435522286	-0.800126925	-0.61948147	-1.568202612	-0.000164176	0.904825323	0.815153293	0.149696446	1.313181693	0.938931413	0.764676553	1.559151207	0.322020454	0.391294285	0.588246443	-0.024963817	-0.667795194	-0.386802973	-0.342498684	-0.566026275	-0.260571723	-0.810544948
STMCI73	0.114110041	0.259743264	0.193603998	0.08735473	-0.00808801	0.670823237	-0.101930686	-0.078801568	0.311647564	0.107950161	0.252601737	0.13398904	-0.501611857	-0.28209459	-0.350445907	-0.482392767	-0.274089594	0.338344742	0.166166211	0.341942118	0.306933357	0.581031449	0.152530491	-0.023568471	0.327909072	-0.247131064	-0.142102337	0.04314601	0.033947332	-0.058175614	0.036246566	-0.257063695	-0.226562849	-0.278275149	-0.56511388	-0.236343084
STMHX14	-0.230237438	0.227834506	-0.273100993	0.246036329	-0.110147849	-0.257118764	-0.007046144	0.063786593	-0.024276691	-0.078732436	-0.064526839	0.257113993	NA	-0.122137102	0.115404444	-0.0008053	NA	-0.012665104	-0.284487516	-0.15606131	0.080869583	-0.005655417	0.177119345	-0.264958116	-0.416572281	0.117569596	0.188828034	-0.253984332	0.396237792	0.079315605	-0.034238753	0.071191048	-0.519061833	-0.312652338	-0.288531889	-0.085286806
STMHY91	0.302619115	-0.129585627	0.035956878	0.244231438	0.796255506	0.185606624	0.530630252	0.408869491	0.108252891	-2.117938043	-1.667891751	-2.030802959	-1.079727192	-1.905119331	-1.504782421	-1.917053214	-2.055265548	-2.143033987	-0.915584292	0.668156436	-0.398836909	0.402360814	1.094830442	0.012951283	-0.109439605	0.660443762	-0.790295959	0.030315624	-0.886565675	-1.088994404	-0.198166306	-0.306509321	-0.900144442	0.171736088	-1.569012359	-1.985193794
STMIV44	0.11569269	-0.013100613	0.08813091	0.020258839	-0.030092065	0.132993336	-0.039282338	0.023083613	-0.045207859	-0.157364854	-0.006006425	-0.004542137	-0.056877087	-0.112110366	0.082899672	-0.365535538	-0.262776113	-0.200186627	-0.021287637	-0.11117891	0.139672292	0.21926632	-0.338585439	NA	-0.207623324	0.458570394	-0.026303282	0.031519914	0.243758159	0.29351968	0.280809108	-0.39695514	-0.057102237	-0.614568963	0.10707086	-0.113025738
STMHY28	-0.048557954	0.03078131	-0.025604816	-0.34061384	0.059327134	-0.084745267	-0.01402865	-0.117741948	0.182245273	-0.288983996	0.09372719	0.233773148	-0.081558476	-0.082027342	-0.110516991	0.117829261	-0.034193839	0.117967426	0.255141004	-0.110992815	0.086947989	0.000523	-0.094802327	0.107072715	-0.079538765	0.002114459	0.025995209	-0.071173033	0.138625731	0.059542877	-0.08121561	-0.199492019	-0.114083799	0.023648932	0.084193929	-0.006187792
STMIW86	-0.403091894	NA	-0.20010315	NA	0.162271429	NA	-0.159780444	-0.017858522	NA	NA	NA	NA	1.431950882	0.42170123	-0.061583431	0.304403725	NA	NA	-0.251399705	NA	0.014759157	-1.117073119	-0.174528631	NA	0.31006794	0.221765844	NA	NA	0.331739818	NA	NA	-0.415037499	NA	0.278141298	0.179323699	-0.053538427
STMIT07	-0.181169759	NA	-0.227478036	-0.256388448	0.237751042	NA	-0.211316013	0.10346332	-0.105852445	NA	0.133798498	-0.219426963	NA	0.370715168	0.18038694	0.332288606	NA	0.889317966	0.203359229	NA	NA	0.553392422	0.353897204	-0.034188686	0.154549776	0.144140976	0.025878632	0.165865747	NA	-0.594743522	-1.045723036	0.272157544	0.360863757	0.16268264	NA	0.03562391
STMIW28	-0.240240423	-0.239122869	-0.221655036	-0.144071574	-0.218953337	0.173022863	-0.126763729	-0.003776691	-0.444368291	0.512537385	-0.020471744	-0.034734416	-0.134209161	0.384898475	-0.040110213	-0.098868674	-0.446990259	-0.919799118	0.137922486	0.020444769	-0.325177987	0.21326141	-0.133618805	-0.199359892	-0.203686034	-0.129499784	-0.247423355	0.061270143	0.006308252	-0.016995295	-0.745383609	-0.558194394	-0.366740861	-0.389394339	-0.298329893	-0.630611174
STMDF79	-0.216705796	-0.102327934	-0.056514253	NA	-0.220071109	-0.024803391	-0.141715489	-0.083918692	-0.027706929	0	0.067980783	0.100970477	-0.305945796	-0.052779928	-0.394935605	-0.244610079	-0.410757772	0.319977189	-0.196151337	-0.016678741	-0.173155089	0.286084866	0.026762395	-0.251488585	-0.060158983	-0.837391296	-0.155672847	0.031829481	0.123906878	-0.294937022	0.056173584	-0.051115316	0.19451094	-0.332899213	-0.394356568	-0.295385296
STMDJ72	0.170616354	0.087284049	0.030767678	0.04534013	0.156260851	0.254581408	0.153065599	0.121798163	-0.167846914	0.174722998	-0.443713933	-0.308779006	-0.670938991	-0.411882602	-0.79058815	-0.252406154	-0.467462255	-0.591294593	0.145100168	0.444619424	0.18114297	0.258546766	0.147431389	0.122318972	0.097089895	0.370096479	-0.381715839	0.087636442	0.126984845	-0.191976224	-0.332577578	-0.237799651	-0.001339195	0.056833826	0.026860993	-0.493404598
STMDJ20	0.152935204	0.114315244	0.254700544	0.055509542	-0.021687981	-0.023683624	-0.043533961	0.050687947	0.114962364	-0.377613322	0.078462628	0.184600097	-0.19063771	0.018265026	-0.02787428	-0.177640993	-0.092748965	0.137585544	-0.199926308	-0.166794953	0.101104763	-0.728208306	-0.079492262	0.329932315	-0.205047729	-0.343929145	-0.075194323	-0.055795216	-0.140563942	0.150124176	0.06028431	-0.190599368	-0.111347554	-0.29383188	-0.412684383	-0.022041098
STMEF64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMHS94	-0.136764736	-0.224061469	-0.214571942	-0.339213204	-0.406024271	-0.325051387	-0.015536984	-0.186147771	-0.192056343	-0.194001403	-0.298143159	-0.242659657	0.159252063	-0.139230554	-0.191640698	-0.145814881	-0.250189858	-0.106237394	-0.104012803	-0.098915026	-0.14721076	-0.231618687	-0.089555359	-0.277217608	-0.09404349	-0.191812257	-0.13755341	-0.276168229	-0.16855427	-0.262188207	-0.405679445	-0.102732954	-0.254985435	-0.268335714	-0.314308819	-0.206092197
STMCS27	-0.055641321	-0.476408491	-0.302681201	-0.103877645	0.272941801	0.113943449	0.081563045	-0.1921614	-0.405325266	1.152840825	0.138340865	0.15764061	0.453804682	0.838439147	0.357478748	0.19805975	0.767404955	0.560597115	-0.006554918	0.284526399	-0.462317156	0.656030523	0.016347602	-0.394098847	0.247803815	0.04096694	0.07336582	0.27156578	-0.09793879	-0.13053004	0.143213774	0.244004211	0.609365366	0.378827628	0.320687476	0.609447364
STMEF14	-0.056789523	0.060860488	-0.203351005	-0.001891935	0.099249123	-0.113531822	-0.185982841	-0.06676143	-0.0618336	-0.932619836	-0.089572841	-0.636618739	-0.489808977	-0.015203663	-0.201508093	-0.56857189	-0.655649743	-0.485501377	-0.885933952	-0.151965072	-0.272514976	-0.174290693	0.306858531	0.081816186	-0.461568134	-0.397759508	-0.088216082	-0.650338021	-0.518506199	-0.908510763	-0.326276233	-0.10593819	-0.178191133	-0.897020352	-0.826324713	-0.629748698
STMGC30	-0.030771554	0.435980759	0.042461288	0.060791285	-0.10499654	-0.351391853	0.010509745	0.071991579	0.162989557	-0.833187342	0.018025989	-0.141936968	-0.102609834	0.148900404	0.277151247	-0.21592149	0.001187501	-0.149919142	-0.259894162	0.089044041	-0.108451788	-0.280427488	0.20379631	0.117964461	0.129393522	0.236154584	0.08367592	-0.166411565	0.522597719	0.010882766	-0.013418565	-0.098013576	-0.235307313	-0.091297624	-0.005809873	-0.133814983
STMHS90	-0.272498739	-0.148627239	-0.286970886	-0.405410554	-0.318955304	-0.317990337	-0.069432634	-0.191416381	-0.045963625	-0.077021257	-0.032319336	-0.04580369	0.139369279	0.127045523	-0.059894055	-0.075228631	0.001126079	0.242411499	-0.213925286	-0.421254274	-0.241881339	-0.069387324	-0.259250286	-0.363442906	-0.077496696	-0.382066255	0.225706106	-0.298002538	-0.12225575	-0.138268068	-0.207082461	-0.245825116	0.076178665	-0.162866512	-0.146027289	0.137462032
STMIM19	0.196499275	0.211245565	-0.198614036	-0.078334777	0.093365906	-0.107725479	-0.14197623	-0.018913971	0.040389124	-0.382804563	-0.152100307	0.18038694	-0.12467392	-0.13606155	-0.054447784	-0.143779658	-0.000839997	0.025028794	0.014203863	0.087462841	0	0.152785254	-0.141536094	0.010806755	0.052633888	-0.116835474	0.007876426	-0.340228912	0.312517135	-0.392802281	0.03675855	-0.047605932	-0.193479729	-0.110053545	-0.288345494	-0.135171839
STMHU08	-0.027559483	-0.162271429	-0.197639988	-0.051828918	-0.066382668	0.076988315	0.034395381	0.094671388	-0.214857912	0.479530788	0.207204735	-0.077526076	0.272079545	0.414727875	-0.01216103	-0.25933654	0.152236332	0.257770462	0.195724471	0.028982394	0.025279408	0.030729491	0.240585538	-0.12350206	0.204358499	0.409255147	0.097067418	-0.024527282	-0.014336273	0.189888104	0.008845491	0.207988398	0.019034122	0.224873411	0.406992385	0.018657548
STMIL90	NA	NA	NA	NA	NA	NA	-0.189824559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.184424571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMIT79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.110259508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.245286558	NA	0.514991285	NA	NA	NA	-1.272525855	NA	NA	NA	NA	NA
STMHO26	0.332420469	-0.106915204	NA	0.11196102	0.241501244	NA	-0.176742583	-0.337394896	-0.301304423	NA	-0.604071324	-0.498602216	NA	-0.693998146	0.003472192	-0.758271973	-0.929941528	NA	-0.043842173	NA	0.004241145	NA	0.032647234	0.374589478	-0.279090001	0.141868716	NA	0.091630475	0.035082459	0.074915707	-0.103357385	-0.056583528	-0.432906133	NA	NA	-0.319349551
